0,0.999928,1.000146
1,0.999926,1.000166
2,0.999929,1.000157
3,0.999929,1.000162
4,0.999932,1.000150
5,0.999938,1.000148
6,0.999950,1.000148
7,0.999929,1.000143
8,0.999932,1.000151
9,0.999933,1.000148
10,0.999936,1.000120
11,0.999933,1.000120
12,0.999942,1.000117
13,0.999935,1.000112
14,0.999930,1.000117
15,0.999940,1.000121
16,0.999925,1.000113
17,0.999945,1.000110
18,0.999945,1.000108
19,0.999954,1.000111
20,0.999950,1.000096
21,0.999954,1.000099
22,0.999960,1.000098
23,0.999947,1.000091
24,0.999948,1.000094
25,0.999966,1.000080
26,0.999957,1.000080
27,0.999948,1.000088
28,0.999960,1.000083
29,0.999959,1.000076
30,0.999963,1.000068
31,0.999963,1.000064
32,0.999961,1.000078
33,0.999955,1.000065
34,0.999966,1.000074
35,0.999963,1.000089
36,0.999981,1.000079
37,0.999969,1.000066
38,0.999977,1.000067
39,0.999969,1.000069
40,0.999993,1.000051
41,0.999990,1.000074
42,1.000002,1.000064
43,0.999982,1.000047
44,1.000009,1.000054
45,1.000007,1.000031
46,1.000033,1.000032
47,1.000034,1.000011
48,1.000050,0.999993
49,1.000079,0.999949
50,1.000074,0.999949
51,1.000121,0.999965
52,1.000161,0.999949
53,1.000147,0.999953
54,1.000186,0.999964
55,1.000182,0.999925
56,1.000270,0.999882
57,1.000256,0.999874
58,1.000281,0.999921
59,1.000333,0.999876
60,1.000379,0.999852
61,1.000315,0.999831
62,1.000429,0.999823
63,1.000496,0.999757
64,1.000394,0.999830
65,1.000450,0.999826
66,1.000575,0.999786
67,1.000558,0.999614
68,1.000591,0.999745
69,1.000659,0.999609
70,1.000605,0.999594
71,1.000723,0.999649
72,1.000736,0.999699
73,1.000779,0.999669
74,1.000790,0.999705
75,1.000920,0.999573
76,1.000831,0.999665
77,1.000867,0.999536
78,1.001040,0.999491
79,1.000975,0.999506
80,1.000884,0.999438
81,1.000877,0.999511
82,1.000892,0.999493
83,1.001256,0.999504
84,1.001111,0.999441
85,1.001266,0.999483
86,1.001297,0.999454
87,1.001446,0.999250
88,1.001523,0.999234
89,1.001154,0.999362
90,1.001442,0.999071
91,1.001527,0.999310
92,1.001671,0.999118
93,1.001452,0.999187
94,1.001499,0.999124
95,1.001068,0.998939
96,1.001672,0.999088
97,1.002097,0.998861
98,1.001780,0.999134
99,1.001768,0.998892
100,1.001860,0.998902
101,1.001732,0.998766
102,1.002417,0.998936
103,1.002196,0.998653
104,1.001941,0.998573
105,1.001939,0.998592
106,1.002058,0.998823
107,1.002466,0.998750
108,1.002423,0.998644
109,1.002403,0.998411
110,1.002712,0.998790
111,1.002959,0.998557
112,1.002256,0.998831
113,1.002855,0.998701
114,1.002047,0.998633
115,1.002140,0.998366
116,1.001845,0.999092
117,1.003011,0.998439
118,1.003139,0.998745
119,1.002201,0.999004
120,1.001859,0.998432
121,1.002099,0.998727
122,1.002139,0.998629
123,1.002489,0.998834
124,1.003002,0.998822
125,1.002808,0.998823
126,1.002399,0.998830
127,1.003596,0.999146
128,1.002641,0.998943
129,1.003084,0.999124
130,1.003107,0.999071
131,1.003686,0.998916
132,1.002698,0.999577
133,1.002364,0.999408
134,1.002608,0.998945
135,1.003540,0.999104
136,1.002101,0.999119
137,1.002573,0.999424
138,1.002625,0.999503
139,1.002359,0.999763
140,1.002554,0.999713
141,1.002707,0.999516
142,1.003304,0.999797
143,1.002708,1.000010
144,1.002914,0.999932
145,1.002858,0.999749
146,1.002683,0.999556
147,1.001847,1.000152
148,1.001526,1.000118
149,1.002807,0.999857
150,1.002330,1.000155
151,1.002739,0.999826
152,1.002356,0.999933
153,1.002620,0.999873
154,1.002209,0.999662
155,1.002384,0.999934
156,1.002308,1.000033
157,1.001852,1.000331
158,1.002968,1.000110
159,1.002494,1.000495
160,1.002681,1.000628
161,1.002842,1.000767
162,1.003057,1.000518
163,1.002333,1.000492
164,1.003188,1.000098
165,1.001914,1.000532
166,1.002253,1.000684
167,1.002402,1.000532
168,1.001984,1.001221
169,1.002935,1.001082
170,1.002526,1.001277
171,1.002511,1.000448
172,1.001511,1.001005
173,1.001816,1.000873
174,1.001705,1.000898
175,1.002051,1.001467
176,1.002540,1.000824
177,1.001879,1.000593
178,1.002356,1.001243
179,1.001448,1.001162
180,1.001954,1.000987
181,1.002315,1.001437
182,1.002075,1.001680
183,1.002343,1.000802
184,1.002055,1.001303
185,1.002838,1.000951
186,1.002681,1.001201
187,1.001978,1.001664
188,1.003049,1.001615
189,1.002661,1.001755
190,1.002217,1.001534
191,1.001569,1.000829
192,1.002011,1.001424
193,1.001274,1.000937
194,1.001076,1.001307
195,1.002174,1.001571
196,1.001955,1.002151
197,1.002667,1.002115
198,1.002250,1.001313
199,1.002353,1.001387
200,1.001950,1.001798
201,1.002462,1.001872
202,1.002621,1.002083
203,1.003452,1.001551
204,1.001917,1.001538
205,1.003408,1.001463
206,1.002923,1.001744
207,1.001550,1.001928
208,1.002106,1.001857
209,1.001835,1.001808
210,1.001069,1.001618
211,1.002036,1.001956
212,1.001707,1.001416
213,1.002005,1.001518
214,1.002078,1.002080
215,1.002606,1.001777
216,1.002699,1.001636
217,1.001792,1.001786
218,1.002021,1.001910
219,1.002890,1.002146
220,1.002417,1.002210
221,1.001564,1.001709
222,1.002185,1.002127
223,1.002018,1.002061
224,1.002149,1.002326
225,1.002416,1.002412
226,1.001764,1.002010
227,1.002442,1.002607
228,1.001506,1.002114
229,1.001329,1.002151
